,0,1,2,3
0,2222222.0,321.0797119140625,0.0001249972265213728,28780.110269952995
1,2221222.0,320.9478759765625,0.00015865534078329802,35598.27488238694
2,2223222.0,321.2082824707031,9.236561163561419e-05,21941.972078323364
3,2222221.0,318.2497863769531,0.0001171986004919745,12829.984856871308
4,2222223.0,321.19195556640625,0.00011648837244138122,35331.00923588237
5,2222212.0,321.0970458984375,0.00012469760258682072,27291.759482231297
6,2222232.0,321.0624694824219,0.00012528852676041424,30255.18507041306
7,2221331.0,315.04498291015625,0.00012324939598329365,17704.918032786885
8,2223113.0,321.2613830566406,8.20867353468202e-05,24563.392200266728
9,3222223.0,321.1658630371094,9.38360026339069e-05,153102.75714936803
10,1222221.0,321.7626953125,0.00028098089387640357,418.8975073548614
